no,0.095799997,0.113499999,0.103200004,0.098200001,0.098099999,0.104199998,0.100900002,0.0986,0.103100002,0.089199997,,,25,0.097400002,0.114799999,0.103200004,0.098200001,0.098099999,0.102700002,0.115199998,0.098399997,0.102799997,0.089199997
no,0.095799997,0.103200004,0.101000004,0.1052,0.102700002,0.097400002,0.115000002,0.108099997,0.102799997,0.089199997,,,30,0.101800002,0.103200004,0.098399997,0.095899999,0.104199998,0.097400002,0.102799997,0.101000004,0.097400002,0.097999997
no,0.089199997,0.098200001,0.101899996,0.109099999,0.115199998,0.102799997,0.097400002,0.100900002,0.101999998,0.117600001,,,35,0.116099998,0.089199997,0.097400002,0.089400001,0.100900002,0.115000002,0.097400002,0.098200001,0.096199997,0.098200001
no,0.113499999,0.102799997,0.101000004,0.097400002,0.098399997,0.101000004,0.098200001,0.089199997,0.103299998,0.103200004,,,40,0.102799997,0.097999997,0.098200001,0.113799997,0.0986,0.108099997,0.100900002,0.089199997,0.119499996,0.102799997
no,0.089199997,0.098200001,0.103200004,0.100900002,0.102799997,0.097400002,0.096199997,0.119499996,0.101000004,0.113499999,,,45,0.100900002,0.102799997,0.100900002,0.107900001,0.103100002,0.102799997,0.101999998,0.103299998,0.101000004,0.097400002
no,0.103200004,0.095799997,0.113499999,0.101099998,0.089199997,0.097999997,0.098200001,0.102799997,0.097400002,0.101400003,,,50,0.101000004,0.097400002,0.102799997,0.103200004,0.089199997,0.089199997,0.117600001,0.103200004,0.113499999,0.101400003
,,,,,,,,,,,,,,,,,,,,,,,
Epochs,5,10,15,20,25,30,35,40,45,50,,,Epochs,random,random,random,random,random,random,random,random,random,random
random,0.103200004,0.199300006,0.291299999,0.373699993,0.438600004,0.516300023,0.626699984,0.690800011,0.638899982,0.558700025,,,5,0.103200004,0.098200001,0.089199997,0.097400002,0.095799997,0.095799997,0.089199997,0.113499999,0.089199997,0.103200004
random,0.098200001,0.196899995,0.095899999,0.095899999,0.113499999,0.113499999,0.113499999,0.103200004,0.089199997,0.097999997,,,10,0.199300006,0.196899995,0.101599999,0.191699997,0.208800003,0.196600005,0.185599998,0.213499993,0.183300003,0.196199998
random,0.089199997,0.101599999,0.272199988,0.376700014,0.461899996,0.460000008,0.327100009,0.404500008,0.531199992,0.537100017,,,15,0.291299999,0.095899999,0.272199988,0.262499988,0.306499988,0.277399987,0.273099989,0.291900009,0.283899993,0.297100008
random,0.097400002,0.191699997,0.262499988,0.351300001,0.281500012,0.283100009,0.46509999,0.609799981,0.699400008,0.779500008,,,20,0.373699993,0.095899999,0.376700014,0.351300001,0.389400005,0.360000014,0.337300003,0.298599988,0.182699993,0.371499985
random,0.095799997,0.208800003,0.306499988,0.389400005,0.373600006,0.451900005,0.56099999,0.550199986,0.494700015,0.507499993,,,25,0.438600004,0.113499999,0.461899996,0.281500012,0.373600006,0.430500001,0.436199993,0.302100003,0.199200004,0.439700007
random,0.095799997,0.196600005,0.277399987,0.360000014,0.430500001,0.509800017,0.487699986,0.512399971,0.683200002,0.250200003,,,30,0.516300023,0.113499999,0.460000008,0.283100009,0.451900005,0.509800017,0.467599988,0.208000004,0.170399994,0.523599982
random,0.089199997,0.185599998,0.273099989,0.337300003,0.436199993,0.467599988,0.512600005,0.512399971,0.391000003,0.473800004,,,35,0.626699984,0.113499999,0.327100009,0.46509999,0.56099999,0.487699986,0.512600005,0.429399997,0.343899995,0.508599997
random,0.113499999,0.213499993,0.291900009,0.298599988,0.302100003,0.208000004,0.429399997,0.509899974,0.591600001,0.728900015,,,40,0.690800011,0.103200004,0.404500008,0.609799981,0.550199986,0.512399971,0.512399971,0.509899974,0.1884,0.523800015
random,0.089199997,0.183300003,0.283899993,0.182699993,0.199200004,0.170399994,0.343899995,0.1884,0.255899996,0.202399999,,,45,0.638899982,0.089199997,0.531199992,0.699400008,0.494700015,0.683200002,0.391000003,0.591600001,0.255899996,0.635500014
random,0.103200004,0.196199998,0.297100008,0.371499985,0.439700007,0.523599982,0.508599997,0.523800015,0.635500014,0.497599989,,,50,0.558700025,0.097999997,0.537100017,0.779500008,0.507499993,0.250200003,0.473800004,0.728900015,0.202399999,0.497599989
,,,,,,,,,,,,,,,,,,,,,,,
Epochs,5,10,15,20,25,30,35,40,45,50,,,Epochs,confidence,confidence,confidence,confidence,confidence,confidence,confidence,confidence,confidence,confidence
confidence,0.103200004,0.202199996,0.283800006,0.194399998,0.211999997,0.533299983,0.628899992,0.461699992,0.100900002,0.100900002,,,5,0.103200004,0.098200001,0.089199997,0.097400002,0.095799997,0.095799997,0.089199997,0.113499999,0.089199997,0.103200004
confidence,0.098200001,0.196799994,0.191100001,0.279300004,0.381799996,0.343199998,0.448599994,0.284200013,0.342799991,0.470200002,,,10,0.202199996,0.196799994,0.183400005,0.101199999,0.207399994,0.195500001,0.184900001,0.215000004,0.185399994,0.196799994
confidence,0.089199997,0.183400005,0.195199996,0.301999986,0.301800013,0.529699981,0.335900009,0.521000028,0.419200003,0.520600021,,,15,0.283800006,0.191100001,0.195199996,0.187000006,0.303799987,0.1919,0.277200013,0.280900002,0.281399995,0.302599996
confidence,0.097400002,0.101199999,0.187000006,0.190599993,0.276899993,0.283899993,0.182799995,0.113499999,0.113499999,0.113499999,,,20,0.194399998,0.279300004,0.301999986,0.190599993,0.388700008,0.198500007,0.358200014,0.282299995,0.360399991,0.396299988
confidence,0.095799997,0.207399994,0.303799987,0.388700008,0.426800013,0.5,0.526499987,0.616599977,0.628700018,0.707000017,,,25,0.211999997,0.381799996,0.301800013,0.276899993,0.426800013,0.325800002,0.430900007,0.448399991,0.416500002,0.471799999
confidence,0.095799997,0.195500001,0.1919,0.198500007,0.325800002,0.48969999,0.61559999,0.565299988,0.285600007,0.200499997,,,30,0.533299983,0.343199998,0.529699981,0.283899993,0.5,0.48969999,0.510500014,0.453299999,0.478300005,0.550400019
confidence,0.089199997,0.184900001,0.277200013,0.358200014,0.430900007,0.510500014,0.507399976,0.541400015,0.559800029,0.683899999,,,35,0.628899992,0.448599994,0.335900009,0.182799995,0.526499987,0.61559999,0.507399976,0.353899986,0.561600029,0.63349998
confidence,0.113499999,0.215000004,0.280900002,0.282299995,0.448399991,0.453299999,0.353899986,0.457800001,0.492900014,0.643700004,,,40,0.461699992,0.284200013,0.521000028,0.113499999,0.616599977,0.565299988,0.541400015,0.457800001,0.660300016,0.635200024
confidence,0.089199997,0.185399994,0.281399995,0.360399991,0.416500002,0.478300005,0.561600029,0.660300016,0.517199993,0.698700011,,,45,0.100900002,0.342799991,0.419200003,0.113499999,0.628700018,0.285600007,0.559800029,0.492900014,0.517199993,0.720899999
confidence,0.103200004,0.196799994,0.302599996,0.396299988,0.471799999,0.550400019,0.63349998,0.635200024,0.720899999,0.800199986,,,50,0.100900002,0.470200002,0.520600021,0.113499999,0.707000017,0.200499997,0.683899999,0.643700004,0.698700011,0.800199986
,,,,,,,,,,,,,,,,,,,,,,,
Epochs,5,10,15,20,25,30,35,40,45,50,,,Epochs,most-forgetting,most-forgetting,most-forgetting,most-forgetting,most-forgetting,most-forgetting,most-forgetting,most-forgetting,most-forgetting,most-forgetting
most-forgetting,0.103200004,0.202000007,0.290699989,0.284399986,0.337700009,0.374199986,0.52759999,0.417499989,0.525399983,0.434500009,,,5,0.103200004,0.098200001,0.089199997,0.097400002,0.095700003,0.095799997,0.089199997,0.113499999,0.089199997,0.103200004
most-forgetting,0.098200001,0.198599994,0.284799993,0.367799997,0.467299998,0.535899997,0.559300005,0.685699999,0.498699993,0.60650003,,,10,0.202000007,0.198599994,0.184699997,0.1875,0.113499999,0.196500003,0.185800001,0.212699994,0.185200006,0.193200007
most-forgetting,0.089199997,0.184699997,0.273999989,0.379299998,0.453500003,0.536300004,0.572000027,0.648299992,0.628899992,0.680800021,,,15,0.290699989,0.284799993,0.273999989,0.244499996,0.113499999,0.275900006,0.274599999,0.300500005,0.276899993,0.30340001
most-forgetting,0.097400002,0.1875,0.244499996,0.331200004,0.412299991,0.46509999,0.314799994,0.30219999,0.340700001,0.195500001,,,20,0.284399986,0.367799997,0.379299998,0.331200004,0.103200004,0.372599989,0.36559999,0.374300003,0.26730001,0.383599997
most-forgetting,0.095700003,0.113499999,0.113499999,0.103200004,0.098200001,0.097400002,0.097400002,0.101000004,0.100900002,0.097999997,,,25,0.337700009,0.467299998,0.453500003,0.412299991,0.098200001,0.445499986,0.453200012,0.456999987,0.265399992,0.450100005
most-forgetting,0.095799997,0.196500003,0.275900006,0.372599989,0.445499986,0.479099989,0.611000001,0.453299999,0.594099998,0.638999999,,,30,0.374199986,0.535899997,0.536300004,0.46509999,0.097400002,0.479099989,0.469300002,0.514100015,0.293199986,0.522400022
most-forgetting,0.089199997,0.185800001,0.274599999,0.36559999,0.453200012,0.469300002,0.475800008,0.435000002,0.572000027,0.680800021,,,35,0.52759999,0.559300005,0.572000027,0.314799994,0.097400002,0.611000001,0.475800008,0.51849997,0.571799994,0.457599998
most-forgetting,0.113499999,0.212699994,0.300500005,0.374300003,0.456999987,0.514100015,0.51849997,0.519900024,0.562900007,0.648899972,,,40,0.417499989,0.685699999,0.648299992,0.30219999,0.101000004,0.453299999,0.435000002,0.519900024,0.662599981,0.431199998
most-forgetting,0.089199997,0.185200006,0.276899993,0.26730001,0.265399992,0.293199986,0.571799994,0.662599981,0.589100003,0.549799979,,,45,0.525399983,0.498699993,0.628899992,0.340700001,0.100900002,0.594099998,0.572000027,0.562900007,0.589100003,0.395099998
most-forgetting,0.103200004,0.193200007,0.30340001,0.383599997,0.450100005,0.522400022,0.457599998,0.431199998,0.395099998,0.435499996,,,50,0.434500009,0.60650003,0.680800021,0.195500001,0.097999997,0.638999999,0.680800021,0.648899972,0.549799979,0.435499996
,,,,,,,,,,,,,,,,,,,,,,,
Epochs,5,10,15,20,25,30,35,40,45,50,,,Epochs,least-forgetting,least-forgetting,least-forgetting,least-forgetting,least-forgetting,least-forgetting,least-forgetting,least-forgetting,least-forgetting,least-forgetting
least-forgetting,0.103200004,0.199000001,0.274500012,0.281800002,0.362399995,0.1928,0.187000006,0.115400001,0.115400001,0.422899991,,,5,0.103200004,0.098200001,0.089199997,0.097400002,0.095700003,0.095799997,0.089199997,0.113499999,0.089199997,0.103200004
least-forgetting,0.098200001,0.197099999,0.286199987,0.339399993,0.456400007,0.518999994,0.508599997,0.654900014,0.520500004,0.51730001,,,10,0.199000001,0.197099999,0.186499998,0.193100005,0.208299994,0.197099999,0.184300005,0.214300007,0.186199993,0.196500003
least-forgetting,0.089199997,0.186499998,0.25029999,0.367799997,0.456099987,0.518599987,0.556299984,0.536899984,0.632099986,0.578000009,,,15,0.274500012,0.286199987,0.25029999,0.281300008,0.294099987,0.279599994,0.213799998,0.304399997,0.274199992,0.298400015
least-forgetting,0.097400002,0.193100005,0.281300008,0.359800011,0.439500004,0.523699999,0.414999992,0.61619997,0.62650001,0.496100008,,,20,0.281800002,0.339399993,0.367799997,0.359800011,0.386400014,0.362599999,0.349700004,0.391000003,0.346100003,0.308299989
least-forgetting,0.095700003,0.208299994,0.294099987,0.386400014,0.461499989,0.37349999,0.387499988,0.526199996,0.609300017,0.654999971,,,25,0.362399995,0.456400007,0.456099987,0.439500004,0.461499989,0.433999985,0.435400009,0.301299989,0.26789999,0.177000001
least-forgetting,0.095799997,0.197099999,0.279599994,0.362599999,0.433999985,0.48969999,0.529799998,0.587100029,0.581700027,0.445600003,,,30,0.1928,0.518999994,0.518599987,0.523699999,0.37349999,0.48969999,0.535000026,0.308099985,0.384200007,0.098099999
least-forgetting,0.089199997,0.184300005,0.213799998,0.349700004,0.435400009,0.535000026,0.518299997,0.326400012,0.657100022,0.702099979,,,35,0.187000006,0.508599997,0.556299984,0.414999992,0.387499988,0.529799998,0.518299997,0.532000005,0.505200028,0.51819998
least-forgetting,0.113499999,0.214300007,0.304399997,0.391000003,0.301299989,0.308099985,0.532000005,0.660099983,0.628300011,0.768299997,,,40,0.115400001,0.654900014,0.536899984,0.61619997,0.526199996,0.587100029,0.326400012,0.660099983,0.644500017,0.274800003
least-forgetting,0.089199997,0.186199993,0.274199992,0.346100003,0.26789999,0.384200007,0.505200028,0.644500017,0.577899992,0.604300022,,,45,0.115400001,0.520500004,0.632099986,0.62650001,0.609300017,0.581700027,0.657100022,0.628300011,0.577899992,0.446999997
least-forgetting,0.103200004,0.196500003,0.298400015,0.308299989,0.177000001,0.098099999,0.51819998,0.274800003,0.446999997,0.552699983,,,50,0.422899991,0.51730001,0.578000009,0.496100008,0.654999971,0.445600003,0.702099979,0.768299997,0.604300022,0.552699983
