no,0.19050000607967377,0.19689999520778656,0.2143000066280365,0.19269999861717224,0.20020000636577606
random,0.19189999997615814,0.10090000182390213,0.11349999904632568,0.0982000008225441,0.10279999673366547
least-forgetting,0.19220000505447388,0.3785000145435333,0.5066999793052673,0.4339999854564667,0.5817999839782715
most-forgetting,0.1923000067472458,0.3702000081539154,0.11349999904632568,0.0982000008225441,0.10289999842643738
confidence,0.19169999659061432,0.3702999949455261,0.21459999680519104,0.4018999934196472,0.4860999882221222
no,0.19290000200271606,0.2134000062942505,0.20229999721050262,0.1858000010251999,0.19779999554157257
random,0.1923000067472458,0.39820000529289246,0.39969998598098755,0.49970000982284546,0.3765000104904175
least-forgetting,0.19359999895095825,0.3971000015735626,0.39629998803138733,0.45500001311302185,0.3783999979496002
most-forgetting,0.19329999387264252,0.39500001072883606,0.3472999930381775,0.5685999989509583,0.4081999957561493
confidence,0.19329999387264252,0.39489999413490295,0.5139999985694885,0.46389999985694885,0.4546999931335449
no,0.20010000467300415,0.21379999816417694,0.1923999935388565,0.19990000128746033,0.18790000677108765
random,0.20029999315738678,0.40119999647140503,0.42250001430511475,0.20029999315738678,0.4269999861717224
least-forgetting,0.20020000636577606,0.39730000495910645,0.38999998569488525,0.4830999970436096,0.40149998664855957
most-forgetting,0.20059999823570251,0.40209999680519104,0.5730999708175659,0.47620001435279846,0.5415999889373779
confidence,0.20059999823570251,0.40619999170303345,0.2061000019311905,0.20360000431537628,0.18569999933242798
no,0.20000000298023224,0.21119999885559082,0.1981000006198883,0.1860000044107437,0.1988999992609024
random,0.10100000351667404,0.11349999904632568,0.10279999673366547,0.09799999743700027,0.10320000350475311
least-forgetting,0.1996999979019165,0.3847000002861023,0.5370000004768372,0.3788999915122986,0.3799999952316284
most-forgetting,0.20020000636577606,0.4032000005245209,0.5027999877929688,0.6168000102043152,0.3619000017642975
confidence,0.1996999979019165,0.40529999136924744,0.531000018119812,0.3896999955177307,0.4916999936103821
no,0.19830000400543213,0.21140000224113464,0.20350000262260437,0.19179999828338623,0.19210000336170197
random,0.1987999975681305,0.40380001068115234,0.508400022983551,0.4961000084877014,0.4447000026702881
least-forgetting,0.19869999587535858,0.4043000042438507,0.4925000071525574,0.5145000219345093,0.28700000047683716
most-forgetting,0.19850000739097595,0.40619999170303345,0.5468000173568726,0.5033000111579895,0.5407999753952026
confidence,0.19900000095367432,0.40470001101493835,0.49799999594688416,0.34529998898506165,0.314300000667572
no,0.19850000739097595,0.18799999356269836,0.19840000569820404,0.09799999743700027,0.11349999904632568
random,0.19820000231266022,0.18080000579357147,0.10279999673366547,0.09799999743700027,0.11349999904632568
least-forgetting,0.19850000739097595,0.3596999943256378,0.10279999673366547,0.09799999743700027,0.11349999904632568
most-forgetting,0.1979999989271164,0.3743000030517578,0.2992999851703644,0.5572999715805054,0.637499988079071
confidence,0.19769999384880066,0.3790000081062317,0.5210999846458435,0.5475000143051147,0.11349999904632568
no,0.21410000324249268,0.1988999992609024,0.20010000467300415,0.1881999969482422,0.1923999935388565
random,0.2142000049352646,0.40380001068115234,0.5555999875068665,0.5266000032424927,0.36239999532699585
least-forgetting,0.21410000324249268,0.4034000039100647,0.10279999673366547,0.10090000182390213,0.0957999974489212
most-forgetting,0.2143000066280365,0.37220001220703125,0.38420000672340393,0.5684999823570251,0.5799999833106995
confidence,0.21410000324249268,0.39559999108314514,0.4595000147819519,0.4973999857902527,0.29190000891685486
no,0.1981000006198883,0.18639999628067017,0.19840000569820404,0.20059999823570251,0.21060000360012054
random,0.1981000006198883,0.10100000351667404,0.10279999673366547,0.0982000008225441,0.42559999227523804
least-forgetting,0.1972000002861023,0.10100000351667404,0.29980000853538513,0.4564000070095062,0.11349999904632568
most-forgetting,0.1979999989271164,0.2777000069618225,0.28610000014305115,0.0982000008225441,0.09740000218153
confidence,0.20010000467300415,0.3806000053882599,0.4359000027179718,0.49399998784065247,0.4814999997615814
no,0.19660000503063202,0.19589999318122864,0.1907999962568283,0.19480000436306,0.21539999544620514
random,0.1965000033378601,0.3847000002861023,0.5163000226020813,0.4731999933719635,0.6279000043869019
least-forgetting,0.19679999351501465,0.384799987077713,0.29109999537467957,0.37610000371932983,0.39250001311302185
most-forgetting,0.19670000672340393,0.3840000033378601,0.504800021648407,0.4580000042915344,0.5335000157356262
confidence,0.19599999487400055,0.38589999079704285,0.3781999945640564,0.3598000109195709,0.21570000052452087
no,0.21559999883174896,0.1914999932050705,0.1923999935388565,0.19519999623298645,0.20010000467300415
random,0.21539999544620514,0.3984000086784363,0.48179998993873596,0.522599995136261,0.4900999963283539
least-forgetting,0.21539999544620514,0.10279999673366547,0.0957999974489212,0.0982000008225441,0.10090000182390213
most-forgetting,0.2167000025510788,0.3917999863624573,0.5706999897956848,0.49380001425743103,0.5440999865531921
confidence,0.21580000221729279,0.4009000062942505,0.5,0.3903000056743622,0.367000013589859
